data,casi,casi_media7gg
2020-11-01,13021,31153.571428571428
2020-11-02,34620,32129.285714285714
2020-11-03,37317,33054.142857142855
2020-11-04,40872,33683.0
2020-11-05,39389,33968.28571428572
2020-11-06,41224,34404.28571428572
2020-11-07,29338,34756.71428571428
2020-11-08,15018,34440.57142857143
2020-11-09,37672,34242.42857142857
2020-11-10,39784,33891.71428571428
2020-11-11,38659,33692.142857142855
2020-11-12,38002,33527.57142857143
2020-11-13,38769,33315.71428571428
2020-11-14,27941,33029.42857142857
2020-11-15,13866,32669.85714285714
2020-11-16,36189,32203.571428571428
2020-11-17,37780,31261.714285714286
2020-11-18,36142,30457.85714285714
2020-11-19,34738,29972.14285714286
2020-11-20,32176,28785.428571428572
2020-11-21,22314,27405.571428571428
2020-11-22,10466,26078.285714285714
2020-11-23,27882,24834.428571428572
2020-11-24,28121,23650.14285714286
2020-11-25,26851,23004.0
2020-11-26,26031,22641.85714285714
2020-11-27,23886,21830.0
2020-11-28,17791,21075.571428571428
2020-11-29,7931,20264.571428571428
2020-11-30,22199,19374.0
2020-12-01,22840,18841.571428571428
2020-12-02,21174,18456.571428571428
2020-12-03,19797,18207.285714285714
2020-12-04,20159,17772.571428571428
2020-12-05,15096,15571.714285714286
2020-12-06,6186,15389.57142857143
2020-12-07,19156,15469.0
2020-12-08,7434,15373.42857142857
2020-12-09,19899,15227.857142857143
2020-12-10,20353,15147.857142857143
2020-12-11,19490,14979.0
2020-12-12,14077,16538.14285714286
2020-12-13,5626,16086.42857142857
2020-12-14,17974,15519.57142857143
2020-12-15,18348,15134.0
2020-12-16,16737,14955.142857142857
2020-12-17,16385,15052.0
2020-12-18,16791,14926.714285714286
2020-12-19,12825,15073.714285714286
2020-12-20,6304,15384.857142857143
2020-12-21,17097,15289.142857142857
2020-12-22,19377,13529.285714285714
2020-12-23,18915,12825.285714285714
2020-12-24,15715,13018.142857142857
2020-12-25,4472,13298.0
2020-12-26,7897,13938.285714285714
2020-12-27,7654,14607.57142857143
2020-12-28,19056,15061.0
2020-12-29,23859,15247.285714285714
2020-12-30,23600,16419.14285714286
2020-12-31,18889,16511.571428571428
2021-01-01,5776,17036.714285714286
2021-01-02,16100,17132.0
2021-01-03,8301,15038.57142857143
2021-01-04,22732,15376.142857142857
2021-01-05,24526,17528.571428571428
2021-01-06,8946,17429.85714285714
2021-01-07,21252,17224.0
2021-01-08,20843,16384.285714285714
2021-01-09,15409,15208.285714285714
2021-01-10,6860,16113.57142857143
2021-01-11,16854,15143.714285714286
2021-01-12,16294,14191.0
2021-01-13,15283,13529.857142857143
2021-01-14,14463,13246.0
2021-01-15,14174,12891.0
2021-01-16,10781,12620.57142857143
2021-01-17,4873,12373.714285714286
2021-01-18,14369,12122.57142857143
2021-01-19,14401,12025.0
2021-01-20,13555,11967.857142857143
2021-01-21,12705,11952.714285714286
2021-01-22,13491,11922.285714285714
2021-01-23,10381,11928.857142857143
2021-01-24,4767,11874.285714285714
2021-01-25,14156,11787.142857142857
2021-01-26,14447,11691.857142857143
2021-01-27,13173,11654.714285714286
2021-01-28,12095,11648.57142857143
2021-01-29,12824,11526.57142857143
2021-01-30,10121,11431.285714285714
2021-01-31,4724,11432.0
2021-02-01,13302,11581.42857142857
2021-02-02,13780,11672.857142857143
2021-02-03,13178,11743.42857142857
2021-02-04,13141,11740.142857142857
2021-02-05,13464,11799.714285714286
2021-02-06,10615,11891.285714285714
2021-02-07,4701,11962.857142857143
2021-02-08,13719,11983.57142857143
2021-02-09,14421,11917.42857142857
2021-02-10,13679,11790.57142857143
2021-02-11,13286,11736.42857142857
2021-02-12,13001,11613.857142857143
2021-02-13,9727,11554.714285714286
2021-02-14,4322,11586.42857142857
2021-02-15,12861,11757.857142857143
2021-02-16,14007,12088.0
2021-02-17,13901,12489.42857142857
2021-02-18,14486,12684.57142857143
2021-02-19,15312,13381.57142857143
2021-02-20,12537,14192.42857142857
2021-02-21,5688,15025.0
2021-02-22,17740,15717.142857142857
2021-02-23,19683,16494.428571428572
2021-02-24,19729,16964.285714285714
2021-02-25,19331,17146.571428571428
2021-02-26,20753,17727.85714285714
2021-02-27,15826,18188.0
2021-02-28,6964,18750.428571428572
2021-03-01,21809,19210.0
2021-03-02,22904,19685.285714285714
2021-03-03,23666,19988.571428571428
2021-03-04,22548,20123.428571428572
2021-03-05,24080,20396.428571428572
2021-03-06,17949,20790.0
2021-03-07,7908,21046.285714285714
2021-03-08,23720,21454.14285714286
2021-03-09,25659,21591.714285714286
2021-03-10,25460,21856.285714285714
2021-03-11,25403,21976.428571428572
2021-03-12,25043,22038.14285714286
2021-03-13,19801,22025.0
2021-03-14,8749,21890.714285714286
2021-03-15,24152,21649.714285714286
2021-03-16,25567,21397.14285714286
2021-03-17,24520,21095.85714285714
2021-03-18,23716,21031.85714285714
2021-03-19,23275,20883.14285714286
2021-03-20,17692,20694.85714285714
2021-03-21,8301,20607.428571428572
2021-03-22,23111,20483.285714285714
2021-03-23,24249,20469.714285714286
2021-03-24,23908,20376.285714285714
2021-03-25,22847,20338.14285714286
2021-03-26,23180,20183.85714285714
2021-03-27,17038,20008.428571428572
2021-03-28,8034,19703.285714285714
2021-03-29,22031,19484.285714285714
2021-03-30,23021,19055.428571428572
2021-03-31,21772,18813.0
2021-04-01,21314,18455.571428571428
2021-04-02,20178,16326.57142857143
2021-04-03,15341,15635.857142857143
2021-04-04,5532,15229.857142857143
2021-04-05,7128,14665.0
2021-04-06,18186,14203.0
2021-04-07,18930,13983.0
2021-04-08,17360,14127.714285714286
2021-04-09,16944,15484.285714285714
2021-04-10,13801,15311.857142857143
2021-04-11,6545,14891.285714285714
2021-04-12,16624,14505.0
2021-04-13,16979,14199.42857142857
2021-04-14,15986,13830.57142857143
2021-04-15,14656,13696.142857142857
2021-04-16,14805,13391.57142857143
2021-04-17,11219,13149.42857142857
2021-04-18,5604,12931.285714285714
2021-04-19,14492,12833.142857142857
2021-04-20,15284,12752.142857142857
2021-04-21,14459,12833.142857142857
2021-04-22,13969,12756.57142857143
2021-04-23,14238,12614.0
2021-04-24,11786,12457.857142857143
2021-04-25,5068,12312.42857142857
2021-04-26,13494,12059.714285714286
2021-04-27,14191,11845.0
2021-04-28,13441,11010.57142857143
2021-04-29,12200,10929.57142857143
2021-04-30,12735,10608.285714285714
2021-05-01,5945,10180.0
2021-05-02,4501,9770.57142857143
2021-05-03,11245,9361.57142857143
2021-05-04,11193,8870.0
2021-05-05,10575,9048.857142857143
2021-05-06,9337,8902.857142857143
2021-05-07,9294,8440.42857142857
2021-05-08,7197,8004.0
2021-05-09,3479,7542.428571428572
2021-05-10,8008,7144.857142857143
2021-05-11,8138,6732.857142857143
2021-05-12,7344,6408.714285714285
