data,casi,casi_media7gg
2020-02-20,6,
2020-02-21,2,
2020-02-22,3,
2020-02-23,4,12.714285714285714
2020-02-24,10,15.428571428571429
2020-02-25,46,20.857142857142858
2020-02-26,18,27.285714285714285
2020-02-27,25,34.857142857142854
2020-02-28,40,44.285714285714285
2020-02-29,48,50.857142857142854
2020-03-01,57,63.142857142857146
2020-03-02,76,75.0
2020-03-03,92,88.71428571428571
2020-03-04,104,99.57142857142857
2020-03-05,108,108.14285714285714
2020-03-06,136,119.71428571428571
2020-03-07,124,128.28571428571428
2020-03-08,117,139.85714285714286
2020-03-09,157,152.57142857142858
2020-03-10,152,167.71428571428572
2020-03-11,185,182.0
2020-03-12,197,195.85714285714286
2020-03-13,242,207.0
2020-03-14,224,226.0
2020-03-15,214,243.28571428571428
2020-03-16,235,253.57142857142858
2020-03-17,285,260.0
2020-03-18,306,263.42857142857144
2020-03-19,269,274.7142857142857
2020-03-20,287,287.0
2020-03-21,248,288.7142857142857
2020-03-22,293,293.57142857142856
2020-03-23,321,290.0
2020-03-24,297,285.85714285714283
2020-03-25,340,278.7142857142857
2020-03-26,244,264.42857142857144
2020-03-27,258,250.0
2020-03-28,198,234.42857142857142
2020-03-29,193,213.0
2020-03-30,220,205.0
2020-03-31,188,188.71428571428572
2020-04-01,190,178.42857142857142
2020-04-02,188,165.0
2020-04-03,144,151.42857142857142
2020-04-04,126,144.28571428571428
2020-04-05,99,137.28571428571428
2020-04-06,125,132.28571428571428
2020-04-07,138,127.57142857142857
2020-04-08,141,122.0
2020-04-09,153,117.57142857142857
2020-04-10,111,107.28571428571429
2020-04-11,87,98.85714285714286
2020-04-12,68,90.14285714285714
2020-04-13,53,78.85714285714286
2020-04-14,79,75.57142857142857
2020-04-15,80,75.0
2020-04-16,74,77.28571428571429
2020-04-17,88,83.42857142857143
2020-04-18,83,82.57142857142857
2020-04-19,84,84.28571428571429
2020-04-20,96,86.0
2020-04-21,73,84.0
2020-04-22,92,83.14285714285714
2020-04-23,86,81.85714285714286
2020-04-24,74,76.42857142857143
2020-04-25,77,74.14285714285714
2020-04-26,75,71.14285714285714
2020-04-27,58,67.0
2020-04-28,57,64.0
2020-04-29,71,59.714285714285715
2020-04-30,57,53.857142857142854
2020-05-01,53,51.42857142857143
2020-05-02,47,49.57142857142857
2020-05-03,34,48.0
2020-05-04,41,45.0
2020-05-05,44,43.0
2020-05-06,60,40.285714285714285
2020-05-07,36,38.42857142857143
2020-05-08,39,36.714285714285715
2020-05-09,28,33.285714285714285
2020-05-10,21,29.142857142857142
2020-05-11,29,28.714285714285715
2020-05-12,20,27.857142857142858
2020-05-13,31,27.428571428571427
2020-05-14,33,27.428571428571427
2020-05-15,33,25.285714285714285
2020-05-16,25,25.571428571428573
2020-05-17,21,23.714285714285715
2020-05-18,14,21.428571428571427
2020-05-19,22,18.571428571428573
2020-05-20,18,17.142857142857142
2020-05-21,17,16.0
2020-05-22,13,16.285714285714285
2020-05-23,15,15.428571428571429
2020-05-24,13,14.428571428571429
2020-05-25,16,12.857142857142858
2020-05-26,16,13.571428571428571
2020-05-27,11,12.714285714285714
2020-05-28,6,11.857142857142858
2020-05-29,18,10.857142857142858
2020-05-30,9,9.714285714285714
2020-05-31,7,8.857142857142858
2020-06-01,9,9.285714285714286
2020-06-02,8,8.142857142857142
2020-06-03,5,8.428571428571429
2020-06-04,9,8.428571428571429
2020-06-05,10,8.0
2020-06-06,11,8.428571428571429
2020-06-07,7,9.428571428571429
2020-06-08,6,9.285714285714286
2020-06-09,11,9.0
2020-06-10,12,8.0
2020-06-11,8,7.714285714285714
2020-06-12,8,8.142857142857142
2020-06-13,4,7.857142857142857
2020-06-14,5,6.714285714285714
2020-06-15,9,7.142857142857143
2020-06-16,9,7.428571428571429
2020-06-17,4,7.714285714285714
2020-06-18,11,7.714285714285714
2020-06-19,10,7.285714285714286
2020-06-20,6,6.285714285714286
2020-06-21,5,7.142857142857143
2020-06-22,6,6.428571428571429
2020-06-23,2,6.142857142857143
2020-06-24,10,5.571428571428571
2020-06-25,6,5.285714285714286
2020-06-26,8,4.714285714285714
2020-06-27,2,5.428571428571429
2020-06-28,3,4.857142857142857
2020-06-29,2,4.571428571428571
2020-06-30,7,3.4285714285714284
2020-07-01,6,3.857142857142857
2020-07-02,4,3.7142857142857144
2020-07-03,0,3.5714285714285716
2020-07-04,5,3.0
2020-07-05,2,2.5714285714285716
2020-07-06,1,2.4285714285714284
2020-07-07,3,3.0
2020-07-08,3,2.4285714285714284
2020-07-09,3,2.4285714285714284
2020-07-10,4,2.857142857142857
2020-07-11,1,3.0
2020-07-12,2,3.0
2020-07-13,4,3.0
2020-07-14,4,2.5714285714285716
2020-07-15,3,2.7142857142857144
2020-07-16,3,2.7142857142857144
2020-07-17,1,2.2857142857142856
2020-07-18,2,2.4285714285714284
2020-07-19,2,2.857142857142857
2020-07-20,1,3.2857142857142856
2020-07-21,5,3.7142857142857144
2020-07-22,6,4.0
2020-07-23,6,4.142857142857143
2020-07-24,4,4.571428571428571
2020-07-25,4,4.428571428571429
2020-07-26,3,4.142857142857143
2020-07-27,4,4.0
2020-07-28,4,3.857142857142857
2020-07-29,4,4.142857142857143
2020-07-30,5,4.142857142857143
2020-07-31,3,4.0
2020-08-01,6,4.571428571428571
2020-08-02,3,4.571428571428571
2020-08-03,3,4.285714285714286
2020-08-04,8,4.428571428571429
2020-08-05,4,4.428571428571429
2020-08-06,3,4.142857142857143
2020-08-07,4,4.285714285714286
2020-08-08,6,3.5714285714285716
